"year","yearType","zone","age","gender","cause","measure","value"
"2012","Mid-Previous To Mid-Specified Year","S01002218","All","Female","All","Count",0
"2010","Calendar Year","S01002218","All","Female","All","Count",0
"2005","Mid-Previous To Mid-Specified Year","S01002218","All","Female","All","Count",1
"2003","Mid-Previous To Mid-Specified Year","S01002218","All","Female","All","Count",5
"2011","Mid-Previous To Mid-Specified Year","S01002218","All","Female","All","Count",1
"2011","Calendar Year","S01002218","All","Female","All","Count",1
"2007","Mid-Previous To Mid-Specified Year","S01002218","All","Female","All","Count",0
"2008","Mid-Previous To Mid-Specified Year","S01002218","All","Female","All","Count",0
"2010","Mid-Previous To Mid-Specified Year","S01002218","All","Female","All","Count",0
"2012","Calendar Year","S01002218","All","Female","All","Count",1
"2004","Calendar Year","S01002218","All","Female","All","Count",2
"2014","Mid-Previous To Mid-Specified Year","S01002218","All","Female","All","Count",3
"2005","Calendar Year","S01002218","All","Female","All","Count",0
"2002","Calendar Year","S01002218","All","Female","All","Count",2
"2006","Mid-Previous To Mid-Specified Year","S01002218","All","Female","All","Count",0
"2001","Mid-Previous To Mid-Specified Year","S01002218","All","Female","All","Count",0
"2013","Calendar Year","S01002218","All","Female","All","Count",3
"2006","Calendar Year","S01002218","All","Female","All","Count",0
"2013","Mid-Previous To Mid-Specified Year","S01002218","All","Female","All","Count",3
"2002","Mid-Previous To Mid-Specified Year","S01002218","All","Female","All","Count",2
"2007","Calendar Year","S01002218","All","Female","All","Count",0
"2007","Mid-Previous To Mid-Specified Year","S01002219","All","All","All","Count",5
"2013","Mid-Previous To Mid-Specified Year","S01002219","All","All","All","Count",8
"2001","Calendar Year","S01002219","All","All","All","Count",6
"2008","Calendar Year","S01002219","All","All","All","Count",9
"2003","Mid-Previous To Mid-Specified Year","S01002219","All","All","All","Count",6
"2010","Calendar Year","S01002219","All","All","All","Count",9
"2002","Mid-Previous To Mid-Specified Year","S01002219","All","All","All","Count",5
"2008","Mid-Previous To Mid-Specified Year","S01002219","All","All","All","Count",8
"2004","Calendar Year","S01002219","All","All","All","Count",6
"2006","Mid-Previous To Mid-Specified Year","S01002219","All","All","All","Count",5
"2002","Calendar Year","S01002219","All","All","All","Count",3
"2014","Mid-Previous To Mid-Specified Year","S01002219","All","All","All","Count",4
"2013","Calendar Year","S01002219","All","All","All","Count",6
"2004","Mid-Previous To Mid-Specified Year","S01002219","All","All","All","Count",4
"2009","Mid-Previous To Mid-Specified Year","S01002219","All","All","All","Count",6
"2007","Calendar Year","S01002219","All","All","All","Count",5
"2012","Calendar Year","S01002219","All","All","All","Count",11
"2010","Mid-Previous To Mid-Specified Year","S01002219","All","All","All","Count",5
"2005","Mid-Previous To Mid-Specified Year","S01002219","All","All","All","Count",8
"2009","Calendar Year","S01002219","All","All","All","Count",5
"2011","Calendar Year","S01002219","All","All","All","Count",6
"2011","Mid-Previous To Mid-Specified Year","S01002219","All","All","All","Count",8
"2003","Calendar Year","S01002219","All","All","All","Count",6
"2006","Calendar Year","S01002219","All","All","All","Count",5
"2012","Mid-Previous To Mid-Specified Year","S01002219","All","All","All","Count",12
"2005","Calendar Year","S01002219","All","All","All","Count",6
"2004","Mid-Previous To Mid-Specified Year","S01002219","All","Male","All","Count",2
"2005","Mid-Previous To Mid-Specified Year","S01002219","All","Male","All","Count",3
"2006","Mid-Previous To Mid-Specified Year","S01002219","All","Male","All","Count",2
"2007","Mid-Previous To Mid-Specified Year","S01002219","All","Male","All","Count",1
"2008","Mid-Previous To Mid-Specified Year","S01002219","All","Male","All","Count",2
"2009","Mid-Previous To Mid-Specified Year","S01002219","All","Male","All","Count",2
"2010","Mid-Previous To Mid-Specified Year","S01002219","All","Male","All","Count",2
"2011","Mid-Previous To Mid-Specified Year","S01002219","All","Male","All","Count",3
"2012","Mid-Previous To Mid-Specified Year","S01002219","All","Male","All","Count",7
"2013","Mid-Previous To Mid-Specified Year","S01002219","All","Male","All","Count",5
"2003","Mid-Previous To Mid-Specified Year","S01002219","All","Male","All","Count",2
"2002","Mid-Previous To Mid-Specified Year","S01002219","All","Male","All","Count",2
"2001","Mid-Previous To Mid-Specified Year","S01002219","All","Male","All","Count",0
"2014","Mid-Previous To Mid-Specified Year","S01002219","All","Male","All","Count",3
"2004","Calendar Year","S01002219","All","Male","All","Count",1
"2010","Calendar Year","S01002219","All","Male","All","Count",4
"2005","Calendar Year","S01002219","All","Male","All","Count",5
"2011","Calendar Year","S01002219","All","Male","All","Count",1
"2002","Calendar Year","S01002219","All","Male","All","Count",1
"2006","Calendar Year","S01002219","All","Male","All","Count",1
"2003","Calendar Year","S01002219","All","Male","All","Count",3
"2007","Calendar Year","S01002219","All","Male","All","Count",0
"2012","Calendar Year","S01002219","All","Male","All","Count",8
"2008","Calendar Year","S01002219","All","Male","All","Count",2
"2009","Calendar Year","S01002219","All","Male","All","Count",2
"2001","Calendar Year","S01002219","All","Male","All","Count",1
"2013","Calendar Year","S01002219","All","Male","All","Count",4
"2012","Mid-Previous To Mid-Specified Year","S01002219","All","Female","All","Count",5
"2006","Mid-Previous To Mid-Specified Year","S01002219","All","Female","All","Count",3
"2006","Calendar Year","S01002219","All","Female","All","Count",4
"2011","Mid-Previous To Mid-Specified Year","S01002219","All","Female","All","Count",5
"2001","Calendar Year","S01002219","All","Female","All","Count",5
"2005","Mid-Previous To Mid-Specified Year","S01002219","All","Female","All","Count",5
"2007","Calendar Year","S01002219","All","Female","All","Count",5
"2013","Calendar Year","S01002219","All","Female","All","Count",2
"2010","Mid-Previous To Mid-Specified Year","S01002219","All","Female","All","Count",3
"2009","Calendar Year","S01002219","All","Female","All","Count",3
"2003","Calendar Year","S01002219","All","Female","All","Count",3
"2009","Mid-Previous To Mid-Specified Year","S01002219","All","Female","All","Count",4
"2012","Calendar Year","S01002219","All","Female","All","Count",3
"2002","Calendar Year","S01002219","All","Female","All","Count",2
"2004","Mid-Previous To Mid-Specified Year","S01002219","All","Female","All","Count",2
"2008","Mid-Previous To Mid-Specified Year","S01002219","All","Female","All","Count",6
"2014","Mid-Previous To Mid-Specified Year","S01002219","All","Female","All","Count",1
"2004","Calendar Year","S01002219","All","Female","All","Count",5
"2001","Mid-Previous To Mid-Specified Year","S01002219","All","Female","All","Count",2
"2010","Calendar Year","S01002219","All","Female","All","Count",5
"2002","Mid-Previous To Mid-Specified Year","S01002219","All","Female","All","Count",3
"2005","Calendar Year","S01002219","All","Female","All","Count",1
"2007","Mid-Previous To Mid-Specified Year","S01002219","All","Female","All","Count",4
"2008","Calendar Year","S01002219","All","Female","All","Count",7
"2003","Mid-Previous To Mid-Specified Year","S01002219","All","Female","All","Count",4
"2013","Mid-Previous To Mid-Specified Year","S01002219","All","Female","All","Count",3
"2011","Calendar Year","S01002219","All","Female","All","Count",5
"2007","Mid-Previous To Mid-Specified Year","S01002220","All","All","All","Count",3
"2013","Mid-Previous To Mid-Specified Year","S01002220","All","All","All","Count",7
"2001","Calendar Year","S01002220","All","All","All","Count",2
"2008","Calendar Year","S01002220","All","All","All","Count",6
"2003","Mid-Previous To Mid-Specified Year","S01002220","All","All","All","Count",1
"2010","Calendar Year","S01002220","All","All","All","Count",3
"2002","Mid-Previous To Mid-Specified Year","S01002220","All","All","All","Count",1
"2008","Mid-Previous To Mid-Specified Year","S01002220","All","All","All","Count",6
"2004","Calendar Year","S01002220","All","All","All","Count",3
"2006","Mid-Previous To Mid-Specified Year","S01002220","All","All","All","Count",4
"2002","Calendar Year","S01002220","All","All","All","Count",0
"2014","Mid-Previous To Mid-Specified Year","S01002220","All","All","All","Count",7
"2013","Calendar Year","S01002220","All","All","All","Count",8
"2004","Mid-Previous To Mid-Specified Year","S01002220","All","All","All","Count",4
"2009","Mid-Previous To Mid-Specified Year","S01002220","All","All","All","Count",4
"2007","Calendar Year","S01002220","All","All","All","Count",4
"2012","Calendar Year","S01002220","All","All","All","Count",5
"2010","Mid-Previous To Mid-Specified Year","S01002220","All","All","All","Count",4
"2005","Mid-Previous To Mid-Specified Year","S01002220","All","All","All","Count",8
"2009","Calendar Year","S01002220","All","All","All","Count",4
"2011","Calendar Year","S01002220","All","All","All","Count",3
"2011","Mid-Previous To Mid-Specified Year","S01002220","All","All","All","Count",2
"2003","Calendar Year","S01002220","All","All","All","Count",5
"2006","Calendar Year","S01002220","All","All","All","Count",2
"2012","Mid-Previous To Mid-Specified Year","S01002220","All","All","All","Count",4
"2005","Calendar Year","S01002220","All","All","All","Count",8
"2004","Mid-Previous To Mid-Specified Year","S01002220","All","Male","All","Count",2
"2005","Mid-Previous To Mid-Specified Year","S01002220","All","Male","All","Count",6
"2006","Mid-Previous To Mid-Specified Year","S01002220","All","Male","All","Count",1
"2007","Mid-Previous To Mid-Specified Year","S01002220","All","Male","All","Count",2
"2008","Mid-Previous To Mid-Specified Year","S01002220","All","Male","All","Count",5
"2009","Mid-Previous To Mid-Specified Year","S01002220","All","Male","All","Count",3
"2010","Mid-Previous To Mid-Specified Year","S01002220","All","Male","All","Count",1
"2011","Mid-Previous To Mid-Specified Year","S01002220","All","Male","All","Count",0
"2012","Mid-Previous To Mid-Specified Year","S01002220","All","Male","All","Count",1
"2013","Mid-Previous To Mid-Specified Year","S01002220","All","Male","All","Count",3
"2003","Mid-Previous To Mid-Specified Year","S01002220","All","Male","All","Count",1
"2002","Mid-Previous To Mid-Specified Year","S01002220","All","Male","All","Count",0
"2001","Mid-Previous To Mid-Specified Year","S01002220","All","Male","All","Count",2
"2014","Mid-Previous To Mid-Specified Year","S01002220","All","Male","All","Count",2
"2004","Calendar Year","S01002220","All","Male","All","Count",2
"2010","Calendar Year","S01002220","All","Male","All","Count",0
"2005","Calendar Year","S01002220","All","Male","All","Count",5
"2011","Calendar Year","S01002220","All","Male","All","Count",1
"2002","Calendar Year","S01002220","All","Male","All","Count",0
"2006","Calendar Year","S01002220","All","Male","All","Count",1
"2003","Calendar Year","S01002220","All","Male","All","Count",3
"2007","Calendar Year","S01002220","All","Male","All","Count",3
"2012","Calendar Year","S01002220","All","Male","All","Count",2
"2008","Calendar Year","S01002220","All","Male","All","Count",5
"2009","Calendar Year","S01002220","All","Male","All","Count",2
"2001","Calendar Year","S01002220","All","Male","All","Count",1
"2013","Calendar Year","S01002220","All","Male","All","Count",1
"2012","Mid-Previous To Mid-Specified Year","S01002220","All","Female","All","Count",3
"2006","Mid-Previous To Mid-Specified Year","S01002220","All","Female","All","Count",3
"2006","Calendar Year","S01002220","All","Female","All","Count",1
"2011","Mid-Previous To Mid-Specified Year","S01002220","All","Female","All","Count",2
"2001","Calendar Year","S01002220","All","Female","All","Count",1
"2005","Mid-Previous To Mid-Specified Year","S01002220","All","Female","All","Count",2
"2007","Calendar Year","S01002220","All","Female","All","Count",1
"2013","Calendar Year","S01002220","All","Female","All","Count",7
"2010","Mid-Previous To Mid-Specified Year","S01002220","All","Female","All","Count",3
"2009","Calendar Year","S01002220","All","Female","All","Count",2
"2003","Calendar Year","S01002220","All","Female","All","Count",2
"2009","Mid-Previous To Mid-Specified Year","S01002220","All","Female","All","Count",1
"2012","Calendar Year","S01002220","All","Female","All","Count",3
"2002","Calendar Year","S01002220","All","Female","All","Count",0
"2004","Mid-Previous To Mid-Specified Year","S01002220","All","Female","All","Count",2
"2008","Mid-Previous To Mid-Specified Year","S01002220","All","Female","All","Count",1
"2014","Mid-Previous To Mid-Specified Year","S01002220","All","Female","All","Count",5
"2004","Calendar Year","S01002220","All","Female","All","Count",1
"2001","Mid-Previous To Mid-Specified Year","S01002220","All","Female","All","Count",1
"2010","Calendar Year","S01002220","All","Female","All","Count",3
"2002","Mid-Previous To Mid-Specified Year","S01002220","All","Female","All","Count",1
"2005","Calendar Year","S01002220","All","Female","All","Count",3
"2007","Mid-Previous To Mid-Specified Year","S01002220","All","Female","All","Count",1
"2008","Calendar Year","S01002220","All","Female","All","Count",1
"2003","Mid-Previous To Mid-Specified Year","S01002220","All","Female","All","Count",0
"2013","Mid-Previous To Mid-Specified Year","S01002220","All","Female","All","Count",4
"2011","Calendar Year","S01002220","All","Female","All","Count",2
"2007","Mid-Previous To Mid-Specified Year","S01002221","All","All","All","Count",1
"2013","Mid-Previous To Mid-Specified Year","S01002221","All","All","All","Count",6
"2001","Calendar Year","S01002221","All","All","All","Count",9
"2008","Calendar Year","S01002221","All","All","All","Count",6
"2003","Mid-Previous To Mid-Specified Year","S01002221","All","All","All","Count",6
"2010","Calendar Year","S01002221","All","All","All","Count",10
"2002","Mid-Previous To Mid-Specified Year","S01002221","All","All","All","Count",12
"2008","Mid-Previous To Mid-Specified Year","S01002221","All","All","All","Count",6
"2004","Calendar Year","S01002221","All","All","All","Count",9
"2006","Mid-Previous To Mid-Specified Year","S01002221","All","All","All","Count",1
"2002","Calendar Year","S01002221","All","All","All","Count",8
"2014","Mid-Previous To Mid-Specified Year","S01002221","All","All","All","Count",8
"2013","Calendar Year","S01002221","All","All","All","Count",7
"2004","Mid-Previous To Mid-Specified Year","S01002221","All","All","All","Count",9
"2009","Mid-Previous To Mid-Specified Year","S01002221","All","All","All","Count",6
"2007","Calendar Year","S01002221","All","All","All","Count",2
"2012","Calendar Year","S01002221","All","All","All","Count",8
"2010","Mid-Previous To Mid-Specified Year","S01002221","All","All","All","Count",6
"2005","Mid-Previous To Mid-Specified Year","S01002221","All","All","All","Count",8
"2009","Calendar Year","S01002221","All","All","All","Count",6
"2011","Calendar Year","S01002221","All","All","All","Count",7
"2011","Mid-Previous To Mid-Specified Year","S01002221","All","All","All","Count",11
"2003","Calendar Year","S01002221","All","All","All","Count",6
"2006","Calendar Year","S01002221","All","All","All","Count",2
"2012","Mid-Previous To Mid-Specified Year","S01002221","All","All","All","Count",8
"2005","Calendar Year","S01002221","All","All","All","Count",4
"2004","Mid-Previous To Mid-Specified Year","S01002221","All","Male","All","Count",6
"2005","Mid-Previous To Mid-Specified Year","S01002221","All","Male","All","Count",3
"2006","Mid-Previous To Mid-Specified Year","S01002221","All","Male","All","Count",1
"2007","Mid-Previous To Mid-Specified Year","S01002221","All","Male","All","Count",1
"2008","Mid-Previous To Mid-Specified Year","S01002221","All","Male","All","Count",4
"2009","Mid-Previous To Mid-Specified Year","S01002221","All","Male","All","Count",1
"2010","Mid-Previous To Mid-Specified Year","S01002221","All","Male","All","Count",3
"2011","Mid-Previous To Mid-Specified Year","S01002221","All","Male","All","Count",6
"2012","Mid-Previous To Mid-Specified Year","S01002221","All","Male","All","Count",6
"2013","Mid-Previous To Mid-Specified Year","S01002221","All","Male","All","Count",4
"2003","Mid-Previous To Mid-Specified Year","S01002221","All","Male","All","Count",2
"2002","Mid-Previous To Mid-Specified Year","S01002221","All","Male","All","Count",8
"2001","Mid-Previous To Mid-Specified Year","S01002221","All","Male","All","Count",1
"2014","Mid-Previous To Mid-Specified Year","S01002221","All","Male","All","Count",6
"2004","Calendar Year","S01002221","All","Male","All","Count",4
"2010","Calendar Year","S01002221","All","Male","All","Count",7
"2005","Calendar Year","S01002221","All","Male","All","Count",2
"2011","Calendar Year","S01002221","All","Male","All","Count",2
"2002","Calendar Year","S01002221","All","Male","All","Count",4
"2006","Calendar Year","S01002221","All","Male","All","Count",2
"2003","Calendar Year","S01002221","All","Male","All","Count",3
"2007","Calendar Year","S01002221","All","Male","All","Count",2
"2012","Calendar Year","S01002221","All","Male","All","Count",7
"2008","Calendar Year","S01002221","All","Male","All","Count",2
"2009","Calendar Year","S01002221","All","Male","All","Count",2
"2001","Calendar Year","S01002221","All","Male","All","Count",6
"2013","Calendar Year","S01002221","All","Male","All","Count",4
"2012","Mid-Previous To Mid-Specified Year","S01002221","All","Female","All","Count",2
"2006","Mid-Previous To Mid-Specified Year","S01002221","All","Female","All","Count",0
"2006","Calendar Year","S01002221","All","Female","All","Count",0
"2011","Mid-Previous To Mid-Specified Year","S01002221","All","Female","All","Count",5
"2001","Calendar Year","S01002221","All","Female","All","Count",3
"2005","Mid-Previous To Mid-Specified Year","S01002221","All","Female","All","Count",5
"2007","Calendar Year","S01002221","All","Female","All","Count",0
"2013","Calendar Year","S01002221","All","Female","All","Count",3
"2010","Mid-Previous To Mid-Specified Year","S01002221","All","Female","All","Count",3
"2009","Calendar Year","S01002221","All","Female","All","Count",4
"2003","Calendar Year","S01002221","All","Female","All","Count",3
"2009","Mid-Previous To Mid-Specified Year","S01002221","All","Female","All","Count",5
"2012","Calendar Year","S01002221","All","Female","All","Count",1
"2002","Calendar Year","S01002221","All","Female","All","Count",4
"2004","Mid-Previous To Mid-Specified Year","S01002221","All","Female","All","Count",3
"2008","Mid-Previous To Mid-Specified Year","S01002221","All","Female","All","Count",2
"2014","Mid-Previous To Mid-Specified Year","S01002221","All","Female","All","Count",2
"2004","Calendar Year","S01002221","All","Female","All","Count",5
"2001","Mid-Previous To Mid-Specified Year","S01002221","All","Female","All","Count",2
"2010","Calendar Year","S01002221","All","Female","All","Count",3
"2002","Mid-Previous To Mid-Specified Year","S01002221","All","Female","All","Count",4
"2005","Calendar Year","S01002221","All","Female","All","Count",2
"2007","Mid-Previous To Mid-Specified Year","S01002221","All","Female","All","Count",0
"2008","Calendar Year","S01002221","All","Female","All","Count",4
"2003","Mid-Previous To Mid-Specified Year","S01002221","All","Female","All","Count",4
"2013","Mid-Previous To Mid-Specified Year","S01002221","All","Female","All","Count",2
"2011","Calendar Year","S01002221","All","Female","All","Count",5
"2007","Mid-Previous To Mid-Specified Year","S01002222","All","All","All","Count",10
"2013","Mid-Previous To Mid-Specified Year","S01002222","All","All","All","Count",6
"2001","Calendar Year","S01002222","All","All","All","Count",9
"2008","Calendar Year","S01002222","All","All","All","Count",5
"2003","Mid-Previous To Mid-Specified Year","S01002222","All","All","All","Count",10
"2010","Calendar Year","S01002222","All","All","All","Count",7
"2002","Mid-Previous To Mid-Specified Year","S01002222","All","All","All","Count",7
"2008","Mid-Previous To Mid-Specified Year","S01002222","All","All","All","Count",5
"2004","Calendar Year","S01002222","All","All","All","Count",11
"2006","Mid-Previous To Mid-Specified Year","S01002222","All","All","All","Count",9
"2002","Calendar Year","S01002222","All","All","All","Count",8
"2014","Mid-Previous To Mid-Specified Year","S01002222","All","All","All","Count",3
"2013","Calendar Year","S01002222","All","All","All","Count",2
"2004","Mid-Previous To Mid-Specified Year","S01002222","All","All","All","Count",8
"2009","Mid-Previous To Mid-Specified Year","S01002222","All","All","All","Count",4
"2007","Calendar Year","S01002222","All","All","All","Count",6
"2012","Calendar Year","S01002222","All","All","All","Count",8
"2010","Mid-Previous To Mid-Specified Year","S01002222","All","All","All","Count",8
"2005","Mid-Previous To Mid-Specified Year","S01002222","All","All","All","Count",11
"2009","Calendar Year","S01002222","All","All","All","Count",10
"2011","Calendar Year","S01002222","All","All","All","Count",6
"2011","Mid-Previous To Mid-Specified Year","S01002222","All","All","All","Count",11
"2003","Calendar Year","S01002222","All","All","All","Count",6
"2006","Calendar Year","S01002222","All","All","All","Count",11
"2012","Mid-Previous To Mid-Specified Year","S01002222","All","All","All","Count",5
"2005","Calendar Year","S01002222","All","All","All","Count",8
"2004","Mid-Previous To Mid-Specified Year","S01002222","All","Male","All","Count",2
"2005","Mid-Previous To Mid-Specified Year","S01002222","All","Male","All","Count",7
"2006","Mid-Previous To Mid-Specified Year","S01002222","All","Male","All","Count",5
"2007","Mid-Previous To Mid-Specified Year","S01002222","All","Male","All","Count",5
"2008","Mid-Previous To Mid-Specified Year","S01002222","All","Male","All","Count",3
"2009","Mid-Previous To Mid-Specified Year","S01002222","All","Male","All","Count",2
"2010","Mid-Previous To Mid-Specified Year","S01002222","All","Male","All","Count",3
"2011","Mid-Previous To Mid-Specified Year","S01002222","All","Male","All","Count",7
"2012","Mid-Previous To Mid-Specified Year","S01002222","All","Male","All","Count",3
"2013","Mid-Previous To Mid-Specified Year","S01002222","All","Male","All","Count",2
"2003","Mid-Previous To Mid-Specified Year","S01002222","All","Male","All","Count",6
"2002","Mid-Previous To Mid-Specified Year","S01002222","All","Male","All","Count",1
"2001","Mid-Previous To Mid-Specified Year","S01002222","All","Male","All","Count",3
"2014","Mid-Previous To Mid-Specified Year","S01002222","All","Male","All","Count",2
"2004","Calendar Year","S01002222","All","Male","All","Count",5
"2010","Calendar Year","S01002222","All","Male","All","Count",5
"2005","Calendar Year","S01002222","All","Male","All","Count",4
"2011","Calendar Year","S01002222","All","Male","All","Count",4
"2002","Calendar Year","S01002222","All","Male","All","Count",4
"2006","Calendar Year","S01002222","All","Male","All","Count",5
"2003","Calendar Year","S01002222","All","Male","All","Count",3
"2007","Calendar Year","S01002222","All","Male","All","Count",5
"2012","Calendar Year","S01002222","All","Male","All","Count",4
"2008","Calendar Year","S01002222","All","Male","All","Count",2
"2009","Calendar Year","S01002222","All","Male","All","Count",4
"2001","Calendar Year","S01002222","All","Male","All","Count",2
"2013","Calendar Year","S01002222","All","Male","All","Count",0
"2012","Mid-Previous To Mid-Specified Year","S01002222","All","Female","All","Count",2
"2006","Mid-Previous To Mid-Specified Year","S01002222","All","Female","All","Count",4
"2006","Calendar Year","S01002222","All","Female","All","Count",6
"2011","Mid-Previous To Mid-Specified Year","S01002222","All","Female","All","Count",4
"2001","Calendar Year","S01002222","All","Female","All","Count",7
"2005","Mid-Previous To Mid-Specified Year","S01002222","All","Female","All","Count",4
"2007","Calendar Year","S01002222","All","Female","All","Count",1
"2013","Calendar Year","S01002222","All","Female","All","Count",2
"2010","Mid-Previous To Mid-Specified Year","S01002222","All","Female","All","Count",5
"2009","Calendar Year","S01002222","All","Female","All","Count",6
"2003","Calendar Year","S01002222","All","Female","All","Count",3
"2009","Mid-Previous To Mid-Specified Year","S01002222","All","Female","All","Count",2
"2012","Calendar Year","S01002222","All","Female","All","Count",4
"2002","Calendar Year","S01002222","All","Female","All","Count",4
"2004","Mid-Previous To Mid-Specified Year","S01002222","All","Female","All","Count",6
"2008","Mid-Previous To Mid-Specified Year","S01002222","All","Female","All","Count",2
"2014","Mid-Previous To Mid-Specified Year","S01002222","All","Female","All","Count",1
"2004","Calendar Year","S01002222","All","Female","All","Count",6
"2001","Mid-Previous To Mid-Specified Year","S01002222","All","Female","All","Count",3
"2010","Calendar Year","S01002222","All","Female","All","Count",2
"2002","Mid-Previous To Mid-Specified Year","S01002222","All","Female","All","Count",6
"2005","Calendar Year","S01002222","All","Female","All","Count",4
"2007","Mid-Previous To Mid-Specified Year","S01002222","All","Female","All","Count",5
"2008","Calendar Year","S01002222","All","Female","All","Count",3
"2003","Mid-Previous To Mid-Specified Year","S01002222","All","Female","All","Count",4
"2013","Mid-Previous To Mid-Specified Year","S01002222","All","Female","All","Count",4
"2011","Calendar Year","S01002222","All","Female","All","Count",2
"2007","Mid-Previous To Mid-Specified Year","S01002223","All","All","All","Count",18
"2013","Mid-Previous To Mid-Specified Year","S01002223","All","All","All","Count",19
"2001","Calendar Year","S01002223","All","All","All","Count",16
"2008","Calendar Year","S01002223","All","All","All","Count",8
"2003","Mid-Previous To Mid-Specified Year","S01002223","All","All","All","Count",16
"2010","Calendar Year","S01002223","All","All","All","Count",12
"2002","Mid-Previous To Mid-Specified Year","S01002223","All","All","All","Count",17
"2008","Mid-Previous To Mid-Specified Year","S01002223","All","All","All","Count",12
"2004","Calendar Year","S01002223","All","All","All","Count",14
"2006","Mid-Previous To Mid-Specified Year","S01002223","All","All","All","Count",11
"2002","Calendar Year","S01002223","All","All","All","Count",14
"2014","Mid-Previous To Mid-Specified Year","S01002223","All","All","All","Count",18
"2013","Calendar Year","S01002223","All","All","All","Count",17
"2004","Mid-Previous To Mid-Specified Year","S01002223","All","All","All","Count",10
"2009","Mid-Previous To Mid-Specified Year","S01002223","All","All","All","Count",11
"2007","Calendar Year","S01002223","All","All","All","Count",16
"2012","Calendar Year","S01002223","All","All","All","Count",11
"2010","Mid-Previous To Mid-Specified Year","S01002223","All","All","All","Count",16
"2005","Mid-Previous To Mid-Specified Year","S01002223","All","All","All","Count",13
"2009","Calendar Year","S01002223","All","All","All","Count",17
"2011","Calendar Year","S01002223","All","All","All","Count",9
"2011","Mid-Previous To Mid-Specified Year","S01002223","All","All","All","Count",11
"2003","Calendar Year","S01002223","All","All","All","Count",13
"2006","Calendar Year","S01002223","All","All","All","Count",13
"2012","Mid-Previous To Mid-Specified Year","S01002223","All","All","All","Count",5
"2005","Calendar Year","S01002223","All","All","All","Count",13
"2004","Mid-Previous To Mid-Specified Year","S01002223","All","Male","All","Count",5
"2005","Mid-Previous To Mid-Specified Year","S01002223","All","Male","All","Count",6
"2006","Mid-Previous To Mid-Specified Year","S01002223","All","Male","All","Count",8
"2007","Mid-Previous To Mid-Specified Year","S01002223","All","Male","All","Count",10
"2008","Mid-Previous To Mid-Specified Year","S01002223","All","Male","All","Count",5
"2009","Mid-Previous To Mid-Specified Year","S01002223","All","Male","All","Count",6
"2010","Mid-Previous To Mid-Specified Year","S01002223","All","Male","All","Count",9
"2011","Mid-Previous To Mid-Specified Year","S01002223","All","Male","All","Count",4
"2012","Mid-Previous To Mid-Specified Year","S01002223","All","Male","All","Count",3
"2013","Mid-Previous To Mid-Specified Year","S01002223","All","Male","All","Count",12
"2003","Mid-Previous To Mid-Specified Year","S01002223","All","Male","All","Count",10
"2002","Mid-Previous To Mid-Specified Year","S01002223","All","Male","All","Count",8
"2001","Mid-Previous To Mid-Specified Year","S01002223","All","Male","All","Count",12
"2014","Mid-Previous To Mid-Specified Year","S01002223","All","Male","All","Count",10
"2004","Calendar Year","S01002223","All","Male","All","Count",6
"2010","Calendar Year","S01002223","All","Male","All","Count",4
"2005","Calendar Year","S01002223","All","Male","All","Count",9
"2011","Calendar Year","S01002223","All","Male","All","Count",5
"2002","Calendar Year","S01002223","All","Male","All","Count",7
"2006","Calendar Year","S01002223","All","Male","All","Count",7
"2003","Calendar Year","S01002223","All","Male","All","Count",9
"2007","Calendar Year","S01002223","All","Male","All","Count",8
"2012","Calendar Year","S01002223","All","Male","All","Count",7
"2008","Calendar Year","S01002223","All","Male","All","Count",3
"2009","Calendar Year","S01002223","All","Male","All","Count",11
"2001","Calendar Year","S01002223","All","Male","All","Count",8
"2013","Calendar Year","S01002223","All","Male","All","Count",9
"2012","Mid-Previous To Mid-Specified Year","S01002223","All","Female","All","Count",2
"2006","Mid-Previous To Mid-Specified Year","S01002223","All","Female","All","Count",3
"2006","Calendar Year","S01002223","All","Female","All","Count",6
"2011","Mid-Previous To Mid-Specified Year","S01002223","All","Female","All","Count",7
"2001","Calendar Year","S01002223","All","Female","All","Count",8
"2005","Mid-Previous To Mid-Specified Year","S01002223","All","Female","All","Count",7
"2007","Calendar Year","S01002223","All","Female","All","Count",8
"2013","Calendar Year","S01002223","All","Female","All","Count",8
"2010","Mid-Previous To Mid-Specified Year","S01002223","All","Female","All","Count",7
"2009","Calendar Year","S01002223","All","Female","All","Count",6
"2003","Calendar Year","S01002223","All","Female","All","Count",4
"2009","Mid-Previous To Mid-Specified Year","S01002223","All","Female","All","Count",5
"2012","Calendar Year","S01002223","All","Female","All","Count",4
"2002","Calendar Year","S01002223","All","Female","All","Count",7
"2004","Mid-Previous To Mid-Specified Year","S01002223","All","Female","All","Count",5
"2008","Mid-Previous To Mid-Specified Year","S01002223","All","Female","All","Count",7
"2014","Mid-Previous To Mid-Specified Year","S01002223","All","Female","All","Count",8
"2004","Calendar Year","S01002223","All","Female","All","Count",8
"2001","Mid-Previous To Mid-Specified Year","S01002223","All","Female","All","Count",6
"2010","Calendar Year","S01002223","All","Female","All","Count",8
"2002","Mid-Previous To Mid-Specified Year","S01002223","All","Female","All","Count",9
"2005","Calendar Year","S01002223","All","Female","All","Count",4
"2007","Mid-Previous To Mid-Specified Year","S01002223","All","Female","All","Count",8
"2008","Calendar Year","S01002223","All","Female","All","Count",5
